ID,Name,CAS,SMILES
T3S1196,mogroside IV,89590-95-4,[H][C@@]12CC[C@H](O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C(C)(C)C1=CC[C@]1([H])[C@]3(C)CC[C@H]([C@H](C)CC[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)O)[C@@]3(C)C[C@@H](O)[C@@]21C
T3S1149,Ganoderic acid G,98665-22-6,C[C@H](CC(=O)CC(C)C(O)=O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)[C@@H](O)[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O
T3S1089,Phillygenin,487-39-8,COc1cc(ccc1O)[C@H]1OC[C@H]2[C@@H]1CO[C@H]2c1ccc(OC)c(OC)c1
T3S1088,Isoforsythiaside,1357910-26-9,C[C@@H]1O[C@H](OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](OC(=O)\C=C\c3ccc(O)c(O)c3)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
T3S1068,Oxyresveratrol,29700-22-9,Oc1ccc(\C=C\c2cc(O)cc(O)c2)c(O)c1
T3S0895,Spirostan-3-ol,82597-74-8,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CCC5CC(O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CCC(C)CO1
T3S0872,Paederoside,20547-45-9,CSC(=O)OCC1=C[C@@H]2OC(=O)C3=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]1[C@H]23
T3S0807,Berbamine,478-61-5,COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5cc(C[C@H]6N(C)CCc7cc(OC)c(OC)c(Oc1cc23)c67)ccc5O)cc4
T3S0738,yangonin,500-62-9,COc1ccc(cc1)\C=C\c1cc(OC)cc(=O)o1
T3S0737,Flavokawain A,3420-72-2,COc1ccc(cc1)\C=C\C(=O)c1c(O)cc(OC)cc1OC
T3S0717,Thymol,89-83-8,CC(C)c1ccc(C)cc1O
T3S0693,Blinin,125675-09-4,C[C@@H]1CC[C@]2(COC(C)=O)[C@H](C[C@H](O)C=C2CO)[C@@]1(C)CCC1=CC(=O)OC1
T3S0640,Glycerol trioleate,122-32-7,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC
T3S0631,Fuziline,80665-72-1,[H][C@]12C[C@]3([H])[C@]([H])([C@H]1O)[C@@](O)(C1[C@H](OC)[C@@]4([H])[C@]33[C@@H]1N(CC)C[C@]4(COC)CC[C@@H]3O)[C@@H](O)[C@@H]2OC
T3S0629,Delsoline,509-18-2,CCN1C[C@]2(COC)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@](O)([C@@H](OC)[C@H]23)C14
T3S0601,Buddlejasaponin IVb,152580-79-5,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=CC3=C5CC(C)(C)CC[C@]5(CO)[C@@H](O)C[C@@]43C)[C@]2(C)CO)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
T3S0507,Homovanillic acid,306-08-1,COC1=C(C=CC(=C1)CC(=O)O)O
T3S0488,Syringaresinol-di-O-glucoside,66791-77-3,COc1cc(cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1OC[C@@H]2[C@H]1CO[C@H]2c1cc(OC)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1
T3S0401,Piceatannol 3'-O-glucoside,94356-26-0,OC[C@H]1O[C@@H](Oc2cc(\C=C\c3cc(O)cc(O)c3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O
T3S0381,Chrysophanol 8-O-glucoside ,13241-28-6,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
T3S0364,L-Arginine,74-79-3,N[C@@H](CCCNC(N)=N)C(O)=O
T3S0335,Soyasaponin Bb,51330-27-9,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)C[C@@H](O)[C@]5(C)CC[C@@]43C)[C@@]2(C)CO)C(O)=O)[C@H](O)[C@H](O)[C@H]1O
T3S0309,Raffinose,17629-30-0,O.O.O.O.O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
T3S0195,Nootkatone,4674-50-4,C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C
T3S0175,Crocin I,94238-00-3,CC(\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
T3S0156,Atractyloside potassium salt,102130-43-8,[K+].[K+].CC(C)CC(=O)O[C@H]1[C@@H](O[C@@H]2C[C@H]([C@H]3CC[C@@]45C[C@@H](CC[C@H]4[C@]3(C)C2)C(=C)[C@@H]5O)C(O)=O)O[C@H](CO)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O
T3S0153,Xanthatin,26791-73-1,C[C@H]1C[C@@H]2OC(=O)C(=C)[C@H]2CC=C1\C=C\C(C)=O
T3S0136,O-Methylbroussochalcone B,20784-60-5,COc1cc(O)c(cc1C\C=C(\C)C)C(=O)\C=C\c1ccc(O)cc1
T3S0128,Hydroprotopine,128397-41-1,C[N+]12CCc3cc4OCOc4cc3C1(O)Cc1ccc3OCOc3c1C2
T3S0081,Oxypeucedanin,737-52-0,CC1(C)OC1COc1c2ccoc2cc2oc(=O)ccc12
T3S0057,Dihydrochelerythrine,6880-91-7,COc1ccc-2c(CN(C)c3c-2ccc2cc4OCOc4cc32)c1OC
T3S0013,Ethyl caffeate,66648-50-8,CCOC(=O)\C=C\c1ccc(O)c(O)c1
T3P2904,Linolenic acid,463-40-1,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
T3P2821,¦Â-Pinene,127-91-3,CC1(C2CCC(=C)C1C2)C
T3A2467,Allocryptopine,485-91-6,COc1ccc2CC(=O)c3cc4OCOc4cc3CCN(C)Cc2c1OC
T3999,D-Galactosamine HCl,1772-03-8,Cl.N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
T3981,Acacetin,480-44-4,COc1ccc(cc1)c1cc(=O)c2c(cc(cc2o1)O)O
T3949,Myristic acid,544-63-8,O=C(O)CCCCCCCCCCCCC
T3931,Isobavachin,31524-62-6,C\C(C)=C\Cc1c(O)ccc2C(=O)C[C@H](Oc12)c1ccc(O)cc1
T3927,Phellopterin,2543-94-4,COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12
T3926,Echinatin,34221-41-5,COc1cc(O)ccc1\C=C\C(=O)c1ccc(O)cc1
T3925,Astragaloside I,84680-75-1,CC(=O)O[C@H]1[C@H](O)CO[C@@H](O[C@H]2CC[C@]34C[C@]33CC[C@]5(C)[C@H]([C@@H](O)C[C@@]5(C)[C@@H]3C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)[C@@]2(C)CC[C@H](O2)C(C)(C)O)[C@@H]1OC(C)=O
T3924,Astragaloside II,84676-89-1,C(=O)(C)O[C@H]1[C@@H](OC[C@H]([C@@H]1O)O)O[C@H]1CC[C@]23C4(CC[C@]5([C@]([C@@H]4C[C@@H]([C@H]2C1(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)(C[C@@H]([C@@H]5[C@@]1(O[C@@H](CC1)C(C)(C)O)C)O)C)C)C3
T3923,Calycosin,20575-57-9,COc1ccc(cc1O)C3=COc2cc(O)ccc2C3=O
T3921,Punicalagin,65995-63-3,OC1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c4oc(=O)c5c(c(O)c(O)c6oc(=O)c3c4c56)-c3c(O)c(O)c(O)cc3C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)cc3C(=O)O[C@@H]12
T3920,Pseudoginsenoside F11,69884-00-0,O1[C@H]([C@@H]([C@@H]([C@H]([C@@H]1C)O)O)O)O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)CO)O[C@@H]1[C@H]2C([C@H](CC[C@@]2([C@@H]2[C@@](C1)([C@@]1(CC[C@@H]([C@H]1[C@@H](C2)O)[C@]1(O[C@H](CC1)C(C)(C)O)C)C)C)C)O)(C)C
T3919,Ginsenoside Rb2,11021-13-9,C\C(C)=C/CC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C
T3918,Ginsenoside Rb3,68406-26-8,C\C(C)=C/CC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C
T3916,Ginsenoside F2,62025-49-4,C\C(C)=C/CC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C
T3915,Ginsenoside Ro,34367-04-9,O1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@]1([C@@]3(CC[C@]4(CCC(C[C@H]4C3=CC[C@H]21)(C)C)C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)C)C)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O)C(=O)O
T3914,Saikosaponin C,20736-08-7,[C@@H]1([C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@]1([C@@]3(C[C@@H]([C@@]45CCC(C[C@H]4[C@]3(C=C[C@H]21)OC5)(C)C)O)C)C)C)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
T3913,Saikosaponin D,20874-52-6,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]35OC[C@@]6(CCC(C)(C)C[C@@H]36)[C@H](O)C[C@@]45C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
T3912,Saikosaponin B1,58558-08-0,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=CC3=C5CC(C)(C)CC[C@]5(CO)[C@@H](O)C[C@@]43C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
T3911,Pulchinenoside A,129724-84-1,[C@H]12[C@@](CC[C@]3([C@@]4(CC[C@H]5[C@]([C@H](CC[C@@]5([C@H]4CC[C@H]13)C)O[C@@H]1OC[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)O)O)(C)CO)C)C)(CC[C@H]2C(=C)C)C(=O)O
T3910,Anemoside B4,129741-57-7,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CC[C@H]([C@@H]4[C@H]4CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)C(C)=C)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O
T3908,10-Gingerol,23513-15-7,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1
T3907,Senegenin,2469-34-3,CC1(C)CC[C@@]2(CCC3=C([C@@H](CCl)C[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2C1)C(O)=O
T3906,Epimedin A,110623-72-8,COc1ccc(cc1)-c1oc2c(C\C=C(/C)C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
T3905,Isomangiferin,24699-16-9,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1c(O)cc(O)c2c1oc1cc(O)c(O)cc1c2=O
T3903,Angoroside C,115909-22-3,C(=O)(/C=C/c1cc(c(cc1)O)OC)O[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)O)OCCc1cc(c(cc1)OC)O)CO[C@@H]1OC[C@@H]([C@@H]([C@H]1O)O)O
T3902,Atractylenolide III,73030-71-4,CC1=C2C[C@H]3C(=C)CCC[C@]3(C)C[C@]2(O)OC1=O
T3901,Solasonine,19121-58-5,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@H]1[C@H]([C@H](O[C@H]([C@@H]1O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@@H]1CC2=CC[C@H]3[C@@H]4C[C@@H]5O[C@]6([C@H]([C@@H]5[C@]4(CC[C@@H]3[C@]2(CC1)C)C)C)NC[C@@H](CC6)C)CO)O
T3900,Emodin-8-glucoside,23313-21-5,Cc1cc(O)c2C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3C(=O)c2c1
T3899,Calceolarioside B,105471-98-5,C1=CC(=C(C=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O)O)O)O
T3898,Schaftoside,51938-32-0,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1c(O)c([C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)c2oc(cc(=O)c2c1O)-c1ccc(O)cc1
T3896,Shanzhiside methyl ester,64421-28-9,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1[C@H](O)C[C@]2(C)O
T3895,Polyphyllin I,50773-41-6,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O[C@]11CC[C@@H](C)CO1
T3893,Forsythoside B,81525-13-5,O1[C@H]([C@@H]([C@H]([C@@H]([C@H]1CO[C@@H]1OC[C@]([C@H]1O)(O)CO)OC(=O)/C=C/c1cc(c(cc1)O)O)O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)O)OCCc1cc(c(cc1)O)O
T3892,Isoacteoside,61303-13-7,C(=O)(/C=C/c1cc(c(cc1)O)O)OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)O)OCCc1cc(c(cc1)O)O
T3890,Verbenalin,548-37-8,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12
T3889,Platycodin D,58479-68-8,C1C(CC[C@@]2([C@@H](C[C@@]3([C@@]4(CC[C@H]5C([C@H]([C@H](C[C@@]5(C4CC=C3[C@H]12)C)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)(CO)CO)C)C)O)C(=O)O[C@@H]1OC[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O[C@@H]1OC[C@@]([C@H]1O)(CO)O)O)C)O)O)(C)C
T3888,Scopolin,531-44-2,COc1c(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc2oc(=O)ccc2c1
T3886,Rosavin,84954-92-7,O1[C@H]([C@@H]([C@H]([C@@H]([C@H]1CO[C@@H]1OC[C@@H]([C@@H]([C@H]1O)O)O)O)O)O)OC/C=C/c1ccccc1
T3885,ROSIRIDIN,100462-37-1,C\C(C)=C\C[C@H](O)C(\C)=C\CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
T3884,Neoandrographolide,27215-14-1,O1CC=C(C1=O)CC[C@@H]1C(=C)CC[C@@H]2[C@@](CCC[C@@]12C)(CO[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)C
T3883,Roburic acid,6812-81-3,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@](C)(CCC(O)=O)[C@@H](CC[C@@]34C)C(C)=C)[C@@H]2[C@H]1C
T3882,glucosylvitexin,76135-82-5,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC([C@H](O)[C@H]2O)c2c(O)cc(O)c3c2oc(cc3=O)-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
T3881,Vaccarin,53452-16-7,OC[C@H]1O[C@@H](Oc2ccc(cc2)-c2cc(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O)c(O)cc3o2)[C@H](O)[C@@H](O)[C@@H]1O
T3879,Silychristin,33889-69-9,COc1cc(ccc1O)[C@@H]1Oc2c(cc(cc2O)[C@H]2Oc3cc(O)cc(O)c3C(=O)[C@@H]2O)[C@H]1CO
T3878,Raddeanin A,89412-79-3,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@@H]2[C@@H](O)[C@@H](O)CO[C@H]2O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@@]5(CC[C@@]43C)C(O)=O)C2(C)C)[C@H](O)[C@H](O)[C@H]1O
T3877,Esculentoside A,65497-07-6,[C@@H]1([C@H](C[C@]2([C@H]([C@@]1(CO)C)CC[C@@]1(C)[C@]3(C)CC[C@@]4(C(=O)O)CC[C@](C)(C(=O)OC)C[C@H]4C3=CC[C@H]21)C)O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@H](O2)CO)CO1
T3876,Loureirin B,119425-90-0,COc1cc(c(c(c1)OC)CCC(=O)c1ccc(cc1)O)OC
T3874,Diosgenin glucoside,14144-06-0,[C@H]1([C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]1CC2=CC[C@H]3[C@@H]4C[C@@H]5O[C@@]6([C@H]([C@@H]5[C@]4(CC[C@@H]3[C@]2(CC1)C)C)C)CC[C@H](CO6)C)O)O)O)CO
T3873,griffonilide,61371-55-9,O1C(=O)C=C2[C@H]1[C@H]([C@@H](C=C2)O)O
T3872,Nodakenin,495-31-8,c1(=O)ccc2cc3c(cc2o1)O[C@H](C3)C(C)(C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO
T3871,Sitogluside,474-58-8,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)C
T3870,Cyasterone,17086-76-9,O1C(=O)[C@H]([C@@H]([C@H]1C)C[C@H]([C@@](C)([C@H]1CC[C@]2(C3=CC(=O)[C@@H]4C[C@H]([C@H](C[C@@]4([C@H]3CC[C@]12C)C)O)O)O)O)O)C
T3869,Skimmin,93-39-0,OC[C@H]1O[C@@H](Oc2ccc3ccc(=O)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O
T3868,Agnuside,11027-63-7,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)C=C(COC(=O)c4ccc(O)cc4)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O
T3867,Alpinetin,36052-37-6,[C@H]1(CC(=O)c2c(O1)cc(cc2OC)O)c1ccccc1
T3866,Anwuligan,107534-93-0,COc1cc(C[C@H](C)[C@H](C)Cc2ccc3OCOc3c2)ccc1O
T3865,beta-Eudesmol,473-15-4,CC(C)(O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
T3864,Erianin,95041-90-0,COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O
T3863,Chikusetsusaponin IVa,51415-02-2,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]1([C@@H]2CC=C2[C@]1(CC[C@@]1([C@H]2CC(CC1)(C)C)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C)(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O
T3862,Irigenin,548-76-5,COc1cc(cc(O)c1OC)-c1coc2cc(O)c(OC)c(O)c2c1=O
T3861,Isobacachalcone,20784-50-3,CC(=CCc1c(ccc(c1O)C(=O)/C=C/c1ccc(cc1)O)O)C
T3860,Isoliquiritin apioside,120926-46-7,C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC=C(C=C3)/C=C/C(=O)C4=C(C=C(C=C4)O)O)CO)O)O)O)(CO)O
T3859,"7,2'-Dihydroxy-3',4'-dimethoxyisoflavan ",52250-35-8,COC1=C(C(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)O)OC
T3858,macranthoidin A,140360-29-8,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@H](CO[C@H]1O[C@H]1CC[C@]2([C@H]([C@]1(C)CO)CC[C@@]1([C@@H]2CC=C2[C@]1(CC[C@@]1([C@H]2CC(CC1)(C)C)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)C)C)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
T3857,magnolin,31008-18-1,COc1ccc(cc1OC)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1cc(OC)c(OC)c(OC)c1
T3856,Tenuifoliside A,139726-35-5,COc1cc(\C=C\C(=O)OC[C@H]2O[C@H](O[C@@]3(CO)O[C@@H](CO)[C@H](O)[C@H]3OC(=O)c3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1OC
T3855,Tracheloside,33464-71-0,COc1ccc(C[C@H]2COC(=O)[C@]2(O)Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC
T3852,Rhodiosin,86831-54-1,Oc1ccc(cc1)C=5Oc4c(c(O)cc(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3O)c4O)C(=O)C=5O
T3850,Luteolin-7-glucuronide,29741-10-4,O[C@H]1[C@H](Oc2cc(O)c3c(c2)oc(cc3=O)-c2ccc(O)c(O)c2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O
T3849,Kinsenoside;(+)-Kinsenoside,151870-74-5,OC[C@H]([C@H]([C@@H]([C@H]1O)O)O)O[C@H]1O[C@H](C1)COC1=O
T3848,"7,2'-dihydroxy-3',4'-dimethoxyisoflavane-7-O-glucoside",94367-43-8,COc1ccc(C2COc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3C2)c(O)c1OC
T3847,Asperuloside,14259-45-1,C(=O)(C)OCC1=C[C@@H]2OC(=O)C3=CO[C@H]([C@H]1[C@H]23)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO
T3846,Bavachin,19879-32-4,C\C(C)=C/Cc1cc2C(=O)C[C@H](Oc2cc1O)c1ccc(O)cc1
T3845,(+)-Gallocatechin,970-73-0,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1
T3843,Pinosylvin,22139-77-1,c1ccc(cc1)/C=C/c1cc(cc(c1)O)O
T3836,Eudesmin,526-06-7,COc(ccc([C@@H]1OC[C@H]2[C@H](c(cc3)cc(OC)c3OC)OC[C@@H]12)c1)c1OC
T3830,20R-Ginsenoside Rg2,80952-72-3,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]2C[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@H](CC[C@@]34C)[C@](C)(O)CC\C=C(/C)C)[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]23)[C@H](O)[C@H](O)[C@H]1O
T3828,(-)-Gallocatechin,3371-27-5,O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1
